,Unnamed: 0,left,right,comp
0,,../../saved_models/vgg19/004/nearest_images_100/1/,../../saved_models/vgg19/004/nearest_images_100/681/,1
0,,../../saved_models/vgg19/004/nearest_images_100/508/,../../saved_models/vgg19/004/nearest_images_100/329/,1
0,,../../saved_models/vgg19/004/nearest_images_100/705/,../../saved_models/vgg19/004/nearest_images_100/116/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/714/,../../saved_models/vgg19/004/nearest_images_100/290/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/532/,../../saved_models/vgg19/004/nearest_images_100/432/,1
0,,../../saved_models/vgg19/004/nearest_images_100/199/,../../saved_models/vgg19/004/nearest_images_100/780/,0
0,,../../saved_models/vgg19/004/nearest_images_100/720/,../../saved_models/vgg19/004/nearest_images_100/330/,1
0,,../../saved_models/vgg19/004/nearest_images_100/462/,../../saved_models/vgg19/004/nearest_images_100/152/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/426/,../../saved_models/vgg19/004/nearest_images_100/552/,1
0,,../../saved_models/vgg19/004/nearest_images_100/854/,../../saved_models/vgg19/004/nearest_images_100/956/,1
0,,../../saved_models/vgg19/004/nearest_images_100/443/,../../saved_models/vgg19/004/nearest_images_100/721/,0
0,,../../saved_models/vgg19/004/nearest_images_100/465/,../../saved_models/vgg19/004/nearest_images_100/470/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/225/,../../saved_models/vgg19/004/nearest_images_100/102/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/588/,../../saved_models/vgg19/004/nearest_images_100/0/,0
0,,../../saved_models/vgg19/004/nearest_images_100/872/,../../saved_models/vgg19/004/nearest_images_100/287/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/543/,../../saved_models/vgg19/004/nearest_images_100/136/,1
0,,../../saved_models/vgg19/004/nearest_images_100/89/,../../saved_models/vgg19/004/nearest_images_100/186/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/859/,../../saved_models/vgg19/004/nearest_images_100/609/,0
0,,../../saved_models/vgg19/004/nearest_images_100/267/,../../saved_models/vgg19/004/nearest_images_100/361/,1
0,,../../saved_models/vgg19/004/nearest_images_100/566/,../../saved_models/vgg19/004/nearest_images_100/594/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/295/,../../saved_models/vgg19/004/nearest_images_100/576/,1
0,,../../saved_models/vgg19/004/nearest_images_100/784/,../../saved_models/vgg19/004/nearest_images_100/282/,0
0,,../../saved_models/vgg19/004/nearest_images_100/61/,../../saved_models/vgg19/004/nearest_images_100/5/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/745/,../../saved_models/vgg19/004/nearest_images_100/189/,0
0,,../../saved_models/vgg19/004/nearest_images_100/350/,../../saved_models/vgg19/004/nearest_images_100/777/,1
0,,../../saved_models/vgg19/004/nearest_images_100/728/,../../saved_models/vgg19/004/nearest_images_100/540/,0
0,,../../saved_models/vgg19/004/nearest_images_100/631/,../../saved_models/vgg19/004/nearest_images_100/331/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/736/,../../saved_models/vgg19/004/nearest_images_100/427/,1
0,,../../saved_models/vgg19/004/nearest_images_100/911/,../../saved_models/vgg19/004/nearest_images_100/233/,0
0,,../../saved_models/vgg19/004/nearest_images_100/934/,../../saved_models/vgg19/004/nearest_images_100/667/,0
0,,../../saved_models/vgg19/004/nearest_images_100/491/,../../saved_models/vgg19/004/nearest_images_100/89/,1
0,,../../saved_models/vgg19/004/nearest_images_100/485/,../../saved_models/vgg19/004/nearest_images_100/317/,1
0,,../../saved_models/vgg19/004/nearest_images_100/619/,../../saved_models/vgg19/004/nearest_images_100/259/,1
0,,../../saved_models/vgg19/004/nearest_images_100/922/,../../saved_models/vgg19/004/nearest_images_100/692/,0
0,,../../saved_models/vgg19/004/nearest_images_100/708/,../../saved_models/vgg19/004/nearest_images_100/416/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/675/,../../saved_models/vgg19/004/nearest_images_100/97/,1
0,,../../saved_models/vgg19/004/nearest_images_100/622/,../../saved_models/vgg19/004/nearest_images_100/572/,0
0,,../../saved_models/vgg19/004/nearest_images_100/335/,../../saved_models/vgg19/004/nearest_images_100/202/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/479/,../../saved_models/vgg19/004/nearest_images_100/582/,1
0,,../../saved_models/vgg19/004/nearest_images_100/232/,../../saved_models/vgg19/004/nearest_images_100/93/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/285/,../../saved_models/vgg19/004/nearest_images_100/449/,0
0,,../../saved_models/vgg19/004/nearest_images_100/237/,../../saved_models/vgg19/004/nearest_images_100/865/,1
0,,../../saved_models/vgg19/004/nearest_images_100/472/,../../saved_models/vgg19/004/nearest_images_100/557/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/210/,../../saved_models/vgg19/004/nearest_images_100/256/,1
0,,../../saved_models/vgg19/004/nearest_images_100/945/,../../saved_models/vgg19/004/nearest_images_100/665/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/242/,../../saved_models/vgg19/004/nearest_images_100/731/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/970/,../../saved_models/vgg19/004/nearest_images_100/177/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/105/,../../saved_models/vgg19/004/nearest_images_100/721/,1
0,,../../saved_models/vgg19/004/nearest_images_100/704/,../../saved_models/vgg19/004/nearest_images_100/744/,0
0,,../../saved_models/vgg19/004/nearest_images_100/830/,../../saved_models/vgg19/004/nearest_images_100/143/,0
0,,../../saved_models/vgg19/004/nearest_images_100/220/,../../saved_models/vgg19/004/nearest_images_100/944/,0
0,,../../saved_models/vgg19/004/nearest_images_100/623/,../../saved_models/vgg19/004/nearest_images_100/765/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/868/,../../saved_models/vgg19/004/nearest_images_100/823/,0
0,,../../saved_models/vgg19/004/nearest_images_100/862/,../../saved_models/vgg19/004/nearest_images_100/190/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/224/,../../saved_models/vgg19/004/nearest_images_100/483/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/655/,../../saved_models/vgg19/004/nearest_images_100/707/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/755/,../../saved_models/vgg19/004/nearest_images_100/765/,1
0,,../../saved_models/vgg19/004/nearest_images_100/696/,../../saved_models/vgg19/004/nearest_images_100/110/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/436/,../../saved_models/vgg19/004/nearest_images_100/27/,0
0,,../../saved_models/vgg19/004/nearest_images_100/907/,../../saved_models/vgg19/004/nearest_images_100/535/,0
0,,../../saved_models/vgg19/004/nearest_images_100/151/,../../saved_models/vgg19/004/nearest_images_100/852/,1
0,,../../saved_models/vgg19/004/nearest_images_100/678/,../../saved_models/vgg19/004/nearest_images_100/138/,1
0,,../../saved_models/vgg19/004/nearest_images_100/550/,../../saved_models/vgg19/004/nearest_images_100/388/,1
0,,../../saved_models/vgg19/004/nearest_images_100/551/,../../saved_models/vgg19/004/nearest_images_100/140/,2
0,,../../saved_models/vgg19/004/nearest_images_100/736/,../../saved_models/vgg19/004/nearest_images_100/409/,1
0,,../../saved_models/vgg19/004/nearest_images_100/493/,../../saved_models/vgg19/004/nearest_images_100/24/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/235/,../../saved_models/vgg19/004/nearest_images_100/70/,0
0,,../../saved_models/vgg19/004/nearest_images_100/80/,../../saved_models/vgg19/004/nearest_images_100/399/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/146/,../../saved_models/vgg19/004/nearest_images_100/179/,1
0,,../../saved_models/vgg19/004/nearest_images_100/887/,../../saved_models/vgg19/004/nearest_images_100/178/,0
0,,../../saved_models/vgg19/004/nearest_images_100/753/,../../saved_models/vgg19/004/nearest_images_100/697/,1
0,,../../saved_models/vgg19/004/nearest_images_100/471/,../../saved_models/vgg19/004/nearest_images_100/579/,0
0,,../../saved_models/vgg19/004/nearest_images_100/618/,../../saved_models/vgg19/004/nearest_images_100/857/,0
0,,../../saved_models/vgg19/004/nearest_images_100/983/,../../saved_models/vgg19/004/nearest_images_100/251/,1
0,,../../saved_models/vgg19/004/nearest_images_100/305/,../../saved_models/vgg19/004/nearest_images_100/321/,1
0,,../../saved_models/vgg19/004/nearest_images_100/828/,../../saved_models/vgg19/004/nearest_images_100/988/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/790/,../../saved_models/vgg19/004/nearest_images_100/462/,0
0,,../../saved_models/vgg19/004/nearest_images_100/62/,../../saved_models/vgg19/004/nearest_images_100/165/,1
0,,../../saved_models/vgg19/004/nearest_images_100/691/,../../saved_models/vgg19/004/nearest_images_100/689/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/398/,../../saved_models/vgg19/004/nearest_images_100/772/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/564/,../../saved_models/vgg19/004/nearest_images_100/509/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/406/,../../saved_models/vgg19/004/nearest_images_100/20/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/252/,../../saved_models/vgg19/004/nearest_images_100/242/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/549/,../../saved_models/vgg19/004/nearest_images_100/167/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/126/,../../saved_models/vgg19/004/nearest_images_100/243/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/651/,../../saved_models/vgg19/004/nearest_images_100/555/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/685/,../../saved_models/vgg19/004/nearest_images_100/694/,0
0,,../../saved_models/vgg19/004/nearest_images_100/169/,../../saved_models/vgg19/004/nearest_images_100/728/,0
0,,../../saved_models/vgg19/004/nearest_images_100/255/,../../saved_models/vgg19/004/nearest_images_100/954/,-1
0,,../../saved_models/vgg19/004/nearest_images_100/822/,../../saved_models/vgg19/004/nearest_images_100/728/,0
0,,../../saved_models/vgg19/004/nearest_images_100/920/,../../saved_models/vgg19/004/nearest_images_100/195/,-1
