,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,left,right,comp
31,31.0,0.0,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act499.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act145.png,-1
32,32.0,0.0,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act467.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act556.png,-1
33,33.0,0.0,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act153.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act922.png,-1
34,34.0,0.0,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act69.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act150.png,1
35,35.0,0.0,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act21.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act873.png,1
36,36.0,0.0,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act120.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act126.png,0
37,37.0,0.0,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act86.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act163.png,-1
38,38.0,0.0,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act175.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act825.png,-1
39,39.0,0.0,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act316.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act533.png,1
40,0.0,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act85.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act398.png,-
41,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act306.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act175.png,1
42,0.0,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act159.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act13.png,1
43,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act557.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act373.png,1
44,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act133.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act541.png,1
45,0.0,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act908.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act724.png,-1
46,0.0,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act196.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act552.png,1
47,0.0,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act40.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act83.png,1
48,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act117.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act916.png,1
49,0.0,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act127.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act857.png,1
50,0.0,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act733.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act548.png,-1
51,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act275.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act172.png,1
52,0.0,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act93.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act18.png,-1
53,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act899.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act60.png,1
54,0.0,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act227.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act150.png,1
55,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act368.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act107.png,-1
56,0.0,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act160.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act191.png,1
57,0.0,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act269.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act422.png,1
58,0.0,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act78.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act806.png,-1
59,0.0,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act168.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act20.png,1
60,0.0,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act13.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act566.png,1
61,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act389.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act133.png,-1
62,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act901.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act303.png,1
63,0.0,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act913.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act175.png,1
64,0.0,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act575.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act89.png,1
65,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act86.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act197.png,1
66,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act532.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act735.png,1
67,0.0,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act267.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act664.png,1
68,0.0,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act113.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act155.png,1
69,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act718.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act108.png,1
70,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act440.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act344.png,-1
71,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act775.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act934.png,1
72,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act292.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act106.png,1
73,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act493.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act161.png,1
74,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act245.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act432.png,1
75,0.0,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act11.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act52.png,1
76,0.0,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act404.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act648.png,1
77,0.0,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act448.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act977.png,-1
78,0.0,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act776.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act140.png,-1
79,0.0,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act269.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act13.png,1
0,,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act819.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act873.png,1
0,,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act347.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act716.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act978.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act254.png,-1
0,,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act144.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act184.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act862.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act172.png,1
0,,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act463.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act953.png,-1
0,,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act161.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act106.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act750.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act9.png,1
0,,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act860.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act402.png,1
0,,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act27.png,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act121.png,1
0,,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act46.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act278.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act398.png,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act853.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-30/prototype-img-original_with_self_act7.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act158.png,1
0,,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act186.png,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act614.png,1
0,,,,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act140.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act968.png,1
0,,,,../../saved_models/vgg19/003/img/epoch-30/prototype-img-original_with_self_act28.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act150.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act826.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act62.png,1
0,,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act70.png,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act800.png,1
0,,,,../../saved_models/vgg19/004/img/epoch-10/prototype-img-original_with_self_act47.png,../../saved_models/vgg19/004/img/epoch-70/prototype-img-original_with_self_act705.png,-1
0,,,,../../saved_models/vgg19/004/img/epoch-100/prototype-img-original_with_self_act378.png,../../saved_models/vgg19/003/img/epoch-10/prototype-img-original_with_self_act106.png,-1
